,Soma_x,Soma_y,Soma_z,Manually_corrected_soma_region,Cortical_layer,Transgenic_line,Brain_id
18455_5196_x19752_y14652,6513.95,4832.65,5672.83,RH,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5246_x26804_y12456,6613.5,3824.52,3748,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5250_x19362_y14728,6614.25,4910.95,5596.92,SMT,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5252_x26762_y12479,6610.12,3823.82,3748.12,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5253_x25617_y13881,6606.88,4387.67,3942.6,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5316_x26308_y13288,6685.98,4155.6,3818.5,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5386_x25400_y12840,6639.5,4043.48,4176.5,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5404_x24949_y14106,6748,4474.83,4129.58,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5472_x13482_y11733,6836.55,3599.4,3768.35,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5474_x14981_y13279,6821.55,4238.75,4225.98,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5507_x14812_y14221,6850.88,4792.83,4109.23,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5517_x15391_y12702,6851.67,3849.12,4427.65,PO,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5542_x25478_y13256,6910.95,4147.83,4031.62,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5600_x15840_y13940,7007.83,4583.98,4503.42,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5632_x14519_y14028,6973.9,4624.75,4056.23,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5693_x15213_y13902,7075.65,4545.9,4312.17,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5730_x15780_y13638,7140,4392.12,4541.15,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_5898_x14920_y13352,7291.33,4249.38,4289.35,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18455_6001_x15897_y13277,7438.65,4244.08,4604.1,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455
18457_00001,5063.33,3222.9,3565.77,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00002,5705.73,2992.35,3713.95,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00003,5763.42,3103.2,3794.55,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00004,3841.43,3971.9,3869.88,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00005,4004.8,4231.5,3869.23,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00006,5289.02,4078.62,3864.02,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00007,4759.35,3835.93,4098.75,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00008,4710.88,4109.8,3957.4,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00009,7042.9,3462.02,3456,RT,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00010,7062.7,3955.88,3330.52,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00012,7118.98,4125.75,3218.9,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00013,6986.2,4031.27,3346.35,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00014,4392.9,3828.1,4406.58,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00015,4189.1,4126.85,4340.88,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00017,7559.25,3884.77,3120.1,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00018,7411.42,3783.55,3308.9,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00019,7698.48,3702.27,3318.5,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00023,7538.35,3977.95,3318.42,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00024,7617.98,4011.95,3156.5,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00025,7626.23,3898.57,3236.7,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00026,7241.4,3762.57,3430.05,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00027,7416.45,3769.32,3426.5,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00028,7474.75,3910.38,3764.38,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00029,7148.52,4054.4,3869.75,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00030,5342.67,3266.88,4455.9,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00031,5242.25,3291.77,4650.08,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00032,4941.52,3254.2,4409.55,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00033,4839.17,3228.45,4179.52,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00034,4578.3,3624.48,3928.7,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00035,3854.6,3940.43,4324.02,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00036,4117.52,3755.75,4207.12,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00037,4634.05,3908.48,4560.1,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00038,5259.83,3880.02,4520.15,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00039,4892.58,4150.75,4133.75,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00040,4694.92,4061.23,4013.38,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00041,5667.9,3240.45,4404.6,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00043,5779.08,3345.9,4013.4,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00044,5815.1,3409.02,4076.62,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00045,7027.17,4038.6,4011.15,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00046,6992.92,3975.32,3917.9,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00047,6978.77,3987.3,3778.82,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00048,6930.77,4084.85,3542.77,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00049,7227.08,3829.77,4051.8,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00051,7470.25,3996.1,3969.8,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00052,7119,4043.48,4084.07,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00053,7096.98,4078.18,4113.65,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00054,7419.2,4061.12,4097.12,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00055,7247.25,3774.48,3896.68,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00056,7249.85,3837.77,3853.02,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00057,7310.92,3853.75,3888.55,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00058,7218.27,3913.7,3732.3,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00059,7387.58,3971.43,3571.77,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00061,7616.58,3843.57,3662.5,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00062,7633.4,3938.73,3582.4,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00063,7392.4,3910.32,3510.1,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00064,7184.58,3932.65,3921.1,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00065,7253.8,4073.77,3608.93,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00066,7361.92,4028.07,3636.1,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00068,7114.23,4126.77,3740.7,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00069,7706.45,4235.75,3573.05,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00072,7235.45,4209.12,3591.65,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00073,7511.35,4186.15,3547.35,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00074,8192.22,4045.55,3433.48,MG,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00075,8160.98,4210.58,3329.57,MG,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00076,5534.8,5028.25,2022.6,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00077,5882.38,5177.38,2244.85,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00078,5744.55,5386.88,2316.92,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00079,5795,5525.35,2073.85,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00080,6540.58,5747.75,2224.08,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00081,2659.62,4533.75,4090.52,AON,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00082,4642.5,4652.88,3711.3,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00083,6933.85,4154.75,3286.75,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00087,5567.65,4603.12,4079.42,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00088,6966.27,4100.8,3639.95,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00089,7139.6,4345.38,3332.83,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00090,7045.67,4333.42,3694.95,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00091,6875.52,4242.55,3712.23,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00095,6839.2,4526.67,3410.95,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00096,7043.75,4392.75,3480.7,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00097,7040.25,4641.85,3368.6,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00098,6868.3,4578.9,3648.52,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00099,6776.05,4679.3,3504.92,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00101,6731.4,4458.85,3821.02,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00102,7107.12,4920.65,3242.75,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00103,4303.08,4400.15,4225.35,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00106,4417.75,4833.23,4186.67,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00108,4022.68,4982.58,4695.08,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00110,6471.7,4616.65,4328.1,VM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00111,6382,4921.17,4176.75,VM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00112,6956.7,4975.48,4576.38,VM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00113,5373.5,5713.95,2376.05,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00114,6095.65,5448.33,2467.7,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00115,4220.77,5556.42,4829.55,ACB,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00116,5330.52,6941.25,3321.38,SI,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00117,7547.6,4287.02,3023.62,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00118,7257.33,4244.27,3289.77,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00119,7322.27,4232.17,3260.98,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00120,7207.95,4387.95,2956.95,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00121,7526.67,4306.7,3042.65,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00122,7398.95,4398.92,3017.4,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00123,7588.4,4456.8,2984.3,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00125,7229.62,4575.83,3040.97,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00126,7367.42,4437.33,3195.6,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00127,8306.15,4252.73,3161.65,MG,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00128,7230.42,4133.23,3710.62,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00129,7166.62,4198.88,3539.1,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00133,3781.25,5157.05,4888.4,ACB,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00135,6625.12,4606.38,5170.12,SMT,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00136,7028.38,5183.2,5020.5,VM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00139,5329.85,4564.12,3338.38,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00140,4634.17,4808.73,4379.1,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00141,4364.08,4882.27,3490.07,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00142,4849.45,4831.33,3903.75,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00143,6879.35,4125.8,4066.45,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00144,6760.02,4443.55,4130.25,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00145,7070.98,4595.48,4060.88,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00146,6869.27,4246.73,3870.2,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00148,6936.4,4249.85,3679.12,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00150,7011.42,4414.12,3790.75,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00152,6828.48,4492,3948.4,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00159,6887.75,4684.3,4237.27,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00162,6999.4,4719.17,3877.25,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00163,7059.42,4800.1,3838.02,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00164,7101.95,4772.1,3694.93,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00170,3999.9,5446.67,4953.62,ACB,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00184,4861.35,7482.7,4307.8,OT,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00188,7465.98,5118.38,4805.33,VM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00190,7115.95,4244.67,3694.77,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00194,7329.45,4398.1,3577.27,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00197,7349.35,4494.77,3564.25,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00199,7666.5,4461.52,3405.4,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00202,7302.5,4586.58,3528.4,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00203,7221.4,4610.6,3387.95,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00204,7250.2,4740.33,4354.45,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00205,7306.48,4998.88,3969.15,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00206,7304.52,4837.83,3583.75,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18457_00209,7140.9,4193.35,5566.77,MD,unknown,Vipr2-IRES2-Cre-neo;Ai166_381484-18457,18457
18458_00049,7236.65,2887.75,3347.05,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00050,7211.6,2885.25,3389.9,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00051,7393.12,2841.27,3440.83,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00053,7144.77,2795.2,3866.92,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00056,7501.58,3042.02,3138.95,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00057,7464.88,3069.7,3131.72,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00069,7908.05,3411.45,3129.6,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00075,6992.45,2905.23,4031.15,LD,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00077,6750.75,2974.4,3745.92,LD,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00083,7773.15,3077.68,3200.67,LP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00086,7568.85,3145.45,3557.8,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00101,7817.83,3520.75,3094.7,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00102,7936.27,3455.4,3074.65,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00114,6620.55,3885.6,3542.6,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00119,6957.6,3830.27,3703.75,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00121,6693.95,3765,4223.05,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00122,6908.17,3672.5,3769.38,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00125,7112.38,3594.43,3560.73,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00148,6949.02,2944.45,4214.27,LP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00150,6987.02,3091.82,4177.02,LP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00185,6287.5,3941.07,3982.07,PO,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00236,7231.8,3008.02,3361.4,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00239,7244.65,3147.88,3705.7,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00241,7222.2,3055.35,3297.73,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00242,7353.67,3320.3,3333.1,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00244,7306.42,3232.07,3156.88,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00249,7545.75,3030.55,3187.77,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00250,7860.5,3111.57,3335.35,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00264,7746.58,3344.25,3081.12,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00267,8075.48,3229.32,3347.98,LGd,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00268,6882.38,3875.75,4005.85,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00269,7010.55,3859.3,4040.7,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00273,6755.77,3977.2,3913.25,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00277,7131.45,3738.77,3746.1,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00280,7125.23,3828.57,3858.48,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00281,7040.5,4007.7,3710.73,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00302,7908.3,3493.1,2999.02,IGL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00306,7415.42,3912.62,3668,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00351,5672.12,4555.92,2632.38,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00353,5287.45,5058.75,3054.83,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00374,6785.25,4826.65,4540.62,VM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00375,6396.3,4542.62,5085.67,AM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00376,6432.55,4618.12,5298.15,AM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00386,5081.98,5313.3,2620.45,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00419,6684.92,4133.08,3422.23,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00424,6779.9,4040.5,3652.3,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00430,6898.85,3893.32,4164.42,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00437,6621.45,4467.55,3795.8,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00443,6656.75,4184.1,4077.65,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00444,6719.52,4365.75,3876.33,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00445,6858.45,4271.05,4070.45,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00450,7853,4143.05,3583.48,MG,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00456,6695.62,4599.65,3995,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00458,8248.45,3997.25,3311.77,MG,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00459,8147,4240,3357.15,MG,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00460,6664.23,4014.3,4281.98,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00461,6705.17,4331.23,4316.95,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00468,7015.38,4564.2,4929.88,VM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00488,4709.12,4902.73,3282.82,CP,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00496,6538.27,4912.05,3842.35,VPL,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00500,4427.2,5272.95,4613.73,ACB,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00502,3787.2,6744.62,5031.98,OT,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00505,6599,5210.88,4532.9,VM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00540,6633.33,4198.6,4064.18,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00541,6899.7,4113.1,4127.1,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00542,6659.12,4192.42,3920.6,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00547,6906.2,4298.05,4119.83,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00548,6772,4496.33,4083.57,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00549,6916.7,4532.73,4035.15,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
18458_00551,7106.25,4374.6,3992.7,VPM,unknown,Vipr2-IRES2-Cre-neo;Ai166_381487-18458,18458
